1.805787080000000000e+11,7.336336588799998992e+01
1.887578650000000000e+11,1.466962933759999999e+02
1.894817690000000000e+11,2.200292208639999956e+02
1.879113890000000000e+11,2.933621483519999629e+02
1.884578030000000000e+11,3.666950758399999586e+02
1.869374010000000000e+11,4.400280033279999543e+02
1.938051730000000000e+11,5.133609308159999500e+02
1.934109620000000000e+11,5.866938583039999457e+02
1.853881360000000000e+11,6.600267857919999415e+02
1.811515600000000000e+11,7.333597132799999372e+02
1.848805650000000000e+11,8.066926407679999329e+02
1.858541760000000000e+11,8.800255682559999286e+02
1.832559670000000000e+11,9.533584957439999243e+02
1.881927050000000000e+11,1.026691423232000034e+03
1.902456240000000000e+11,1.100024350720000029e+03
1.887590600000000000e+11,1.173357278208000025e+03
1.870796720000000000e+11,1.246690205696000021e+03
1.818467720000000000e+11,1.320023133184000017e+03
1.823502770000000000e+11,1.393356060672000012e+03
1.804665640000000000e+11,1.466688988160000008e+03
1.826930930000000000e+11,1.540021915648000004e+03
1.920843440000000000e+11,1.613354843136000000e+03
1.768825040000000000e+11,1.686687770623999995e+03
1.847961610000000000e+11,1.760020698111999991e+03
1.828362400000000000e+11,1.833353625599999987e+03
1.790044680000000000e+11,1.906686553087999982e+03
1.754999250000000000e+11,1.980019480575999978e+03
1.968555390000000000e+11,2.053352408063999974e+03
1.840704120000000000e+11,2.126685335551999742e+03
1.816692540000000000e+11,2.200018263039999965e+03
1.789153620000000000e+11,2.273351190528000188e+03
1.822954150000000000e+11,2.346684118015999957e+03
1.804941590000000000e+11,2.420017045503999725e+03
1.800342370000000000e+11,2.493349972991999948e+03
1.843126010000000000e+11,2.566682900480000171e+03
1.738698160000000000e+11,2.640015827967999940e+03
1.918511340000000000e+11,2.713348755455999708e+03
1.866401320000000000e+11,2.786681682943999931e+03
1.822078570000000000e+11,2.860014610432000154e+03
1.789950910000000000e+11,2.933347537919999922e+03
1.870815180000000000e+11,3.006680465407999691e+03
1.859116870000000000e+11,3.080013392895999914e+03
1.848182860000000000e+11,3.153346320384000137e+03
1.764837270000000000e+11,3.226679247871999905e+03
1.897808090000000000e+11,3.300012175359999674e+03
1.861605760000000000e+11,3.373345102847999897e+03
1.853810480000000000e+11,3.446678030336000120e+03
1.765860360000000000e+11,3.520010957823999888e+03
1.837068380000000000e+11,3.593343885311999657e+03
1.817704180000000000e+11,3.666676812799999880e+03
1.758018110000000000e+11,3.740009740288000103e+03
1.835349010000000000e+11,3.813342667775999871e+03
1.829534800000000000e+11,3.886675595263999639e+03
1.843883920000000000e+11,3.960008522751999863e+03
1.817122360000000000e+11,4.033341450240000086e+03
1.879377040000000000e+11,4.106674377727999854e+03
1.786879890000000000e+11,4.180007305215999622e+03
1.824135320000000000e+11,4.253340232703999391e+03
1.871439450000000000e+11,4.326673160192000068e+03
1.857252020000000000e+11,4.400006087679999837e+03
1.831092630000000000e+11,4.473339015167999605e+03
1.792968840000000000e+11,4.546671942656000283e+03
1.787600690000000000e+11,4.620004870144000051e+03
1.828829410000000000e+11,4.693337797631999820e+03
1.825000610000000000e+11,4.766670725119999588e+03
1.777633400000000000e+11,4.840003652607999356e+03
1.806598790000000000e+11,4.913336580096000034e+03
1.867149120000000000e+11,4.986669507583999803e+03
3.241657400000000000e+10,5.060002435071999571e+03
0.000000000000000000e+00,5.133335362560000249e+03
0.000000000000000000e+00,5.206668290048000017e+03
0.000000000000000000e+00,5.280001217535999785e+03
0.000000000000000000e+00,5.353334145023999554e+03
0.000000000000000000e+00,5.426667072511999322e+03
6.078194000000000000e+09,5.500000000000000000e+03
