1.119029569306350350e+08,1.935900000000401633e+00
1.002201030683576465e+08,3.771800000000439468e+00
9.449904036985361576e+07,5.607700000000477303e+00
9.518100523786747456e+07,7.443600000000515138e+00
1.007357667196764946e+08,9.279500000000552973e+00
1.057104940834687948e+08,1.111540000000059081e+01
9.693800928601408005e+07,1.295130000000062864e+01
1.028159571363728046e+08,1.478720000000066648e+01
1.018899381641528606e+08,1.662310000000070431e+01
9.041922194612741470e+07,1.845900000000074215e+01
1.099560194284855127e+08,2.029490000000077998e+01
1.026365112843563557e+08,2.213080000000081782e+01
1.170731064157323837e+08,2.396670000000085565e+01
1.012487420664832592e+08,2.580260000000089349e+01
1.158696278068869114e+08,2.763850000000093132e+01
1.102973195707762241e+08,2.947440000000096916e+01
1.045884055838663578e+08,3.131030000000100699e+01
1.149136887022602558e+08,3.314620000000104483e+01
1.101846323847961426e+08,3.498210000000108266e+01
1.182762054621243477e+08,3.681800000000112050e+01
1.119038803718528748e+08,3.865390000000115833e+01
1.128355534593076706e+08,4.048980000000119617e+01
1.181034490439767838e+08,4.232570000000123400e+01
1.179974621979022026e+08,4.416160000000127184e+01
1.247601809316120148e+08,4.599750000000130967e+01
1.255306000706124306e+08,4.783339999999952852e+01
1.241968545326833725e+08,4.966929999999956635e+01
1.151238165250458717e+08,5.150519999999960419e+01
1.303645796139774323e+08,5.334109999999964202e+01
1.164848550626645088e+08,5.517699999999967986e+01
1.260264825237541199e+08,5.701289999999971769e+01
1.238225311874890327e+08,5.884879999999975553e+01
1.268580175661578178e+08,6.068469999999979336e+01
1.281047479498138428e+08,6.252059999999983120e+01
1.328900558878803253e+08,6.435649999999986903e+01
1.329690596849560738e+08,6.619239999999990687e+01
1.458138789385275841e+08,6.802829999999994470e+01
1.399787449902701378e+08,6.986419999999998254e+01
1.275153277920160294e+08,7.170010000000002037e+01
1.361137528633356094e+08,7.353600000000005821e+01
1.382560812421617508e+08,7.537190000000009604e+01
1.443649471967611313e+08,7.720780000000013388e+01
1.452881697873020172e+08,7.904370000000017171e+01
1.486635070419235229e+08,8.087960000000020955e+01
1.390260855700769424e+08,8.271550000000024738e+01
1.510045916389131546e+08,8.455140000000028522e+01
1.553026728872308731e+08,8.638730000000032305e+01
1.542866683682298660e+08,8.822320000000036089e+01
1.584945124991254807e+08,9.005910000000039872e+01
1.609776289975032806e+08,9.189500000000043656e+01
1.634894723405447006e+08,9.373090000000047439e+01
1.621111739685316086e+08,9.556680000000051223e+01
1.588571515795021057e+08,9.740270000000055006e+01
1.682870714461870193e+08,9.923860000000058790e+01
1.704444302440319061e+08,1.010745000000006257e+02
1.869614423161640167e+08,1.029104000000006636e+02
1.747762604127111435e+08,1.047463000000007014e+02
1.686926085898160934e+08,1.065822000000007392e+02
1.871626601088876724e+08,1.084181000000007771e+02
1.814990854927473068e+08,1.102540000000008149e+02
1.907641991482038498e+08,1.120899000000008527e+02
2.037814766196489334e+08,1.139258000000008906e+02
2.073085398951787949e+08,1.157617000000009284e+02
2.020358140961894989e+08,1.175976000000009662e+02
2.063963738423633575e+08,1.194335000000010041e+02
2.021286978080215454e+08,1.212694000000010419e+02
2.144755626741237640e+08,1.231053000000010798e+02
2.305241798139019012e+08,1.249412000000011176e+02
2.308469108566150665e+08,1.267771000000011554e+02
2.362952740178279877e+08,1.286130000000011933e+02
2.486894393313808441e+08,1.304489000000012311e+02
2.483723894657611847e+08,1.322848000000012689e+02
2.594376828410072327e+08,1.341207000000013068e+02
2.835314374175968170e+08,1.359566000000013446e+02
2.704603567268390656e+08,1.377924999999995634e+02
2.733197385330333710e+08,1.396283999999996013e+02
2.828615627609577179e+08,1.414642999999996391e+02
2.919637417992095947e+08,1.433001999999996769e+02
3.156924826126728058e+08,1.451360999999997148e+02
3.119000000611267090e+08,1.469719999999997526e+02
3.317216383546524048e+08,1.488078999999997905e+02
3.523606368426895142e+08,1.506437999999998283e+02
3.541874222135105133e+08,1.524796999999998661e+02
3.827401657749767303e+08,1.543155999999999040e+02
4.098180421585311890e+08,1.561514999999999418e+02
4.286416192091217041e+08,1.579873999999999796e+02
4.793196635627288818e+08,1.598233000000000175e+02
5.154413804634246826e+08,1.616592000000000553e+02
5.604830392126140594e+08,1.634951000000000931e+02
6.289846847653121948e+08,1.653310000000001310e+02
6.880875375479049683e+08,1.671669000000001688e+02
7.806706838576354980e+08,1.690028000000002066e+02
6.919007268301010132e+08,1.708387000000002445e+02
6.551870334644508362e+08,1.726746000000002823e+02
6.112948313375129700e+08,1.745105000000003201e+02
4.687244104717063904e+08,1.763464000000003580e+02
3.098715560028305054e+08,1.781823000000003958e+02
1.546886233798789978e+08,1.800182000000004336e+02
7.383108068122482300e+07,1.818541000000004715e+02
2.165219813913345337e+07,1.836900000000005093e+02
